game_id,game_type,game_name,game_releasedate,game_developer,game_publisher,game_price,game_discountedprice,game_discountpercent
979900,app,RRRR,"Nov 28, 2018",Dnovel,Dnovel,9.99,9.99,0
979930,app,Jurassic World Evolution: Cretaceous Dinosaur Pack,"Dec 13, 2018",Frontier Developments,Frontier Developments,4.99,4.99,0
979970,app,IMAZE.EXE,"Nov 24, 2018",AFBIK Studio,AFBIK Studio,0.99,0.99,0
980050,app,Crusaders of the Lost Idols - Aqua the Dragon Taskmaster Pack,"Nov 14, 2018",Codename Entertainment Inc.,Codename Entertainment Inc.,9.99,9.99,0
980080,app,Desktop Wallpapers [Intergalactic Traveler: The Omega Sector],"Nov 13, 2018",Artificer Creator,nan,0.99,0.99,0
980271,app,RPG Maker VX Ace - Tyler Warren RPG Battlers Pixel-Style 2,"Nov 29, 2018",Tyler Warren,Degica,17.99,17.99,0
980300,app,One Finger Death Punch 2,"Apr 15, 2019",Silver Dollar Games,Silver Dollar Games,7.99,7.99,0
980320,app,Haunting Hour,"Mar 8, 2019",Glass Cat Studios,Glass Cat Studios,5.99,5.99,0
980440,app,Knights Rubbish,"Dec 6, 2018",Yu Chao,Yu Chao,3.99,3.99,0
980450,app,Kingdom Two Crowns: Shogun,"Dec 11, 2018","Noio,Coatsink",Raw Fury,0,0,0
980490,app,Heaven & Hell,"Dec 10, 2018",HH-Games,HH-Games,169.65,37.22,78.06
980520,app,Azurael's Circle: Chapter 3,"Nov 29, 2018",Jordan Allen,Jordan Allen,1.99,1.99,0
980542,app,Train Simulator: PRR DR6-4-2000 & Broadway Limited Loco Add-On,"May 16, 2019",Digital Train Model,Dovetail Games - Trains,19.99,19.99,0
980546,app,Train Simulator: UPRR Idaho & Omaha Steam Loco Add-On,"May 31, 2019",Smokebox,Dovetail Games - Trains,19.99,19.99,0
980590,app,Euro Truck Simulator 2 - Estonian Paint Jobs Pack,"Nov 29, 2018",SCS Software,SCS Software,0.99,0.99,0
980591,app,Euro Truck Simulator 2 - Latvian Paint Jobs Pack,"Nov 29, 2018",SCS Software,SCS Software,0.99,0.99,0
980592,app,Euro Truck Simulator 2 - Lithuanian Paint Jobs Pack,"Nov 29, 2018",SCS Software,SCS Software,0.99,0.99,0
980600,app,Maze 4D,"Dec 13, 2018",Hunter Tintera,Hunter Tintera,1.99,1.99,0
980610,app,Quaver,Coming Soon,Swan,Swan,0,0,0
980630,app,Mission Evilguy,"Jun 19, 2019",Honeygold Entertainment,Honeygold Entertainment,0,0,0
980690,app,Heavy Memories,"Nov 30, 2018",SaintHeiser,Half-Face Games,4.99,4.88,2.2
980700,app,Unsung Warriors,nan,"Osarion,Mountaineer",Osarion,0,0,0
980730,app,Underlight,"Dec 14, 2018","KoiWare, LLC",KoiWare LLC,0,0,0
980740,app,Boise Historic Natatorium,"Nov 27, 2018",Gordon Roberts,Gordon Roberts,0,0,0
980760,app,GoodColor,"Dec 3, 2018",Arational Entertainment,Arational Entertainment,4.99,4.99,0
980830,app,Death Mark,"Apr 4, 2019",Experience,Aksys Games,49.99,49.99,0
980850,app,Pixel Battle Royale,"Jan 31, 2019",FreezeNova,FreezeNova,0,0,0
980880,app,Twinfold,"Dec 5, 2018",Kenny Sun,Kenny Sun,5.99,5.99,0
980940,app,My Little Blacksmith Shop,"Jan 16, 2017","Dasius,Noble Games Studio",Noble Games Studio,0,0,0
981020,app,Clea,"Jul 10, 2019",InvertMouse,InvertMouse,0,0,0
981050,app,Comit in Cosmo Knight's Revenge,"Jan 8, 2019",LunarCore Games,LunarCore Games,2.99,2.99,0
981080,app,Burst Drive,Q4 2019,Nebula Head,Nebula Head,0,0,0
981250,app,C.Q.C. - Close Quarters Combat,"Jan 28, 2019",RecklessGames UG,RecklessGames UG,19.99,19.99,0
981260,app,Love In Drawing,"Jan 8, 2019",RewindApp,RewindApp,0.99,0.49,50.51
981270,app,Runa's School Story,"Feb 1, 2019",Dream Bucket,Dream Bucket,4.99,4.99,0
981290,app,CGENcore,"Feb 16, 2019",O L Y M P U S,O L Y M P U S,0,0,0
981310,app,Ishmael,"Apr 7, 2017",Jordan Magnuson,Jordan Magnuson,0,0,0
981440,app,The Great Emu War Of 1932,"Feb 25, 2019",HoneyBeeSoftware,HoneyBeeSoftware,4.99,4.99,0
981450,app,GeminiArms,"Apr 5, 2019",TERARIN GAMES,TERARIN GAMES,14.99,14.99,0
981490,app,Alphabet Jump,"Dec 4, 2018",vadimalexepta,vadimalexepta,0.99,0.99,0
981500,app,Market Dominion,Jul-19,Iguana Mercenary,Iguana Mercenary,0,0,0
981540,app,Stellar Sphere,"May 25, 2019",Titan Deep Space Company,Titan Deep Space Company,8.99,8.99,0
981610,app,Dark Fantasy: Artwork and Music,"Jan 3, 2019",NAISU,NAISU,0.99,0.69,30.3
981670,app,Agent 9,"Mar 15, 2019",Noodle Games,Noodle Games,7.99,7.99,0
981710,app,Just Roll With It,"Dec 13, 2018",Team Spicy,Team Spicy,3.99,3.99,0
981750,app,Crystar,"Aug 27, 2019",FURYU Corporation,Spike Chunsoft Co. Ltd.,0,0,0
981800,app,Hentai University 2: Biology course,"Dec 14, 2018",Unreal Gaming,Unreal Gaming,1.99,1.99,0
981830,app,GIGABUSTER,2019,WALLER,WALLER,0,0,0
981850,app,BATALJ,"Feb 21, 2019",Fall Damage,Fall Damage,24.99,24.99,0
981870,app,Land of Chaos Online II: Revolution,Coming Soon,Lolizen Entertainment,Lolizen Entertainment,0,0,0
981910,app,Hentai Girl in Space,"Jan 7, 2019",666999,Hype ProductionZ,0.99,0.99,0
981960,app,Horror Girl Puzzle,"Dec 11, 2018",Anatoliy Loginovskikh,Anatoliy Loginovskikh,9.96,5.6,43.78
982010,app,ZDF History 360° – Tempelhof,"Dec 1, 2018",ZDF Digital Medienproduktion GmbH,Zweites Deutsches Fernsehen – Anstalt öffentlichen Rechts,0,0,0
982020,app,Eurobi Racing,"Dec 13, 2018",Nyanko Gaming,Nyanko Gaming,1.99,1.99,0
982050,app,Caracoland,"Dec 14, 2018","Rodrigo Bezzi,Sabine Ludvik",Rosasoft,4.99,4.99,0
982070,app,Capsa - Character Flags Patterns Pack,"Nov 14, 2018","db.works,Vetron",nan,12.99,12.99,0
982071,app,Capsa - Character Novelty Patterns Pack,"Nov 14, 2018","db.works,Vetron",nan,12.99,12.99,0
982090,app,Noms the Fish,Coming Soon,Alien Octopus Studio,Alien Octopus Studio,0,0,0
982100,app,Samozbor: Rebellion,"Dec 8, 2018",derevotyan,derevotyan,0.99,0.99,0
982110,app,Viscera Cleanup Detail - The Vulcan Affair,"Dec 10, 2018",RuneStorm,RuneStorm,2.99,2.99,0
982120,app,Giant Celebration,"Dec 7, 2018",Giant Cranium,Giant Cranium,12.99,12.99,0
982180,app,Slave Ghost,"Nov 29, 2018",Nikita Ghost_RUS,Ghost_RUS Games,96.28,1.18,98.77
982200,app,The Battle of Polytopia - Aquarion Tribe,May-19,Midjiwan AB,nan,0,0,0
982220,app,Globesweeper,"Feb 12, 2019",Incandescent Games,Incandescent Games,2.99,2.99,0
982270,app,Dealer's Life,"Jan 31, 2019",Abyte Entertainment,Abyte Entertainment,6.99,5.94,15.02
982290,app,Airborne Kingdom,Coming Soon,The Wandering Band LLC,The Wandering Band LLC,0,0,0
982310,app,Slime Rancher: Galactic Bundle,"Dec 4, 2018",Monomi Park,nan,0,0,0
982320,app,Battle of the Boros,"Mar 14, 2019",Andrew Heymann,Andrew Heymann,9.99,9.99,0
982370,app,Line Dance Virtual,"Apr 15, 2019",Dance-Virtual,Miragic Labs,0,0,0
982410,app,Bachata Virtual,"May 6, 2019",Dance-Virtual,Miragic Labs,0,0,0
982420,app,preparation,coming soon,Tripeaks,Tripeaks,0,0,0
982440,app,Slightly Heroes VR,"Dec 11, 2018",Hatrabbit Entertainment,Hatrabbit Entertainment,9.99,9.99,0
982460,app,ENYO Arcade - Sugar free donation - 2,"May 16, 2019",James Mearman,nan,1.99,1.99,0
982461,app,ENYO Arcade - Sugar free donation - 5,"Nov 21, 2018",James Mearman,nan,4.99,4.99,0
982470,app,Temple of Rust - Sugar free donation - 1,"Nov 21, 2018",James Mearman,nan,0.99,0.99,0
982471,app,Temple of Rust - Sugar free donation - 2,"May 16, 2019",James Mearman,nan,1.99,1.99,0
982472,app,Temple of Rust - Sugar free donation - 5,"Nov 21, 2018",James Mearman,nan,4.99,4.99,0
982473,app,Temple of Rust - Sugar free donation - 10,"Nov 21, 2018",James Mearman,nan,9.99,9.99,0
982480,app,Supreme Casino City,"Dec 10, 2018",Ziopops Limited,Ziopops Limited,4.99,4.99,0
982490,app,ENYO Arcade - Sugar free donation - 10,"Nov 21, 2018",James Mearman,nan,9.99,9.99,0
982510,app,Dungeon Hunter 5,"May 21, 2019",Gameloft,Gameloft,0,0,0
982520,app,Movavi Photo Editor 5,"Dec 19, 2018",Movavi,Movavi,39.99,39.99,0
982590,app,PC Building Simulator - Razer Workshop,"Apr 29, 2019","Claudiu Kiss,The Irregular Corporation",The Irregular Corporation,5.99,5.99,0
982610,app,Les 4 Alice: Lorange Journey (Dev Support Donation),"Nov 13, 2018",Mia Blais-Côté,Mia Blais-Côté,51.62,6.4,87.6
982630,app,Entre-Deux: Cursed (Dev Support Donation),"Nov 13, 2018",Mia Blais-Côté,Mia Blais-Côté,51.62,6.4,87.6
982640,app,A.L.A.N.: Rift Breakers (Dev Support Donation),"Nov 14, 2018",Mia Blais-Côté,Mia Blais-Côté,51.62,7.68,85.12
982650,app,SRPG Studio Fantasy Background,"Nov 27, 2018",SapphireSoft,SapphireSoft,15.99,15.99,0
982660,app,SRPG Studio Retro Future Background,"Feb 26, 2019",SapphireSoft,SapphireSoft,19.99,19.99,0
982670,app,Clan N,First Half of 2019,Creamative,CreamativeMaple Whispering Limited,0,0,0
982680,app,Hide Your Butts,"May 25, 2019",B.,B.,1.99,1.99,0
982690,app,DATAFLOW,"Dec 10, 2018",Half-Face Games,Half-Face Games,2.99,2.99,0
982700,app,Space Battle VR,"Dec 14, 2018",Raba Games,Raba Games,14.99,14.99,0
982730,app,Tom Clancy's Rainbow Six® Siege - Year 4 Pass,"Dec 11, 2018",Ubisoft Montreal,Ubisoft,29.99,29.99,0
982750,app,Puzzles for smart: Underwater Kingdom,"Dec 1, 2018",Laush Dmitriy Sergeevich,Laush Studio,1.99,1.99,0
982770,app,Hir Corruption,"Nov 28, 2018",Mia Blais-Côté,Mia Blais-Côté,18.89,16.96,10.22
982780,app,Hir Corruption (Dev Support Donation),"Nov 27, 2018",Mia Blais-Côté,Mia Blais-Côté,51.62,7.68,85.12
982830,app,Cappasity Demo,"Dec 13, 2018",Cappasity Inc.,Cappasity Inc.,0,0,0
982840,app,Bomber Barn,"Jan 30, 2019",Late Leaf Games,Late Leaf Games,9.99,9.99,0
982850,app,Tess Elated,"Feb 14, 2019",Stylus Software,Stylus Software,5.99,5.99,0
982880,app,Pixel Drawing,"Nov 21, 2018",Sly,SlyGames,4.99,4.99,0
982890,app,Nonogram,"Nov 20, 2018",Sly,SlyGames,4.99,4.99,0
982910,app,Slave Ghost - OST,"Nov 29, 2018",Nikita Ghost_RUS,Ghost_RUS Games,96.28,58.18,39.57
982960,app,Cube Full of Mines : Snowfall Theme,"Nov 20, 2018",Perceptual Games LLC,Perceptual Games LLC,0.99,0.99,0
982970,app,Kerbal Space Program: Breaking Ground Expansion,"May 30, 2019",Squad,Private Division,14.99,14.99,0
982980,app,Project Aeronaut,"Dec 17, 2018",Adam Puckette,Adam Puckette,1.99,1.99,0
982990,app,Muzzleloaded,"Dec 21, 2018",Jordan Keith,Frontside Games,1.99,1.99,0
983040,app,Koboomballs,"Nov 30, 2018",Yargybot,Yargybot,4.99,4.99,0
983070,app,Hyperborea,"May 10, 2019",William Lucht,William Lucht,0,0,0
983080,app,"Hyperborea - eBook: Lore, Art, and Design","May 10, 2019","William Lucht,Arcani Interactive",Arcani Interactive,7.99,7.99,0
983120,app,TendyTrainer,"Dec 3, 2018","Owen Smallwood,Duncan Boyes",Owen SmallwoodDuncan Boyes,0,0,0
983140,app,Monster Jaunt,Definitely by March 2020,Sketch House Games,Sketch House Games,0,0,0
983190,app,GANUSH,"Jul 1, 2014","CODE Co., Ltd.",CODE Co. Ltd.,0.99,0.99,0
983200,app,Bird Memory,"Nov 28, 2018",milanaozdieva,milanaozdieva,0.99,0.99,0
983230,app,Sea Creatures,"Nov 28, 2018",milanaozdieva,milanaozdieva,0.99,0.99,0
983260,app,Pixel Ship Shooter,"Dec 6, 2018",Carl Nebrin,Altope Interactive,9.99,9.99,0
983280,app,Chocolate makes you happy: New Year,"Nov 28, 2018",Blender Games,Blender Games,12.87,6.75,47.55
983290,app,Lightstep Chronicles,nan,Eipix Entertainment,Eipix Entertainment,0,0,0
983300,app,TAL: Jungle - Soundtrack,"Nov 20, 2018",Snkl Studio,Snkl Studio,0.99,0.49,50.51
983320,app,Morph Pong,"Jan 17, 2019",ZarioSide,ZarioSide,1.99,1.99,0
983330,app,Colourful Maze,"Dec 10, 2018",HuYu,HuYu,5.99,5.99,0
983340,app,Waifu Hunter - Secret of Pirates,"Nov 29, 2018",Anime Games,Anime Games,1.99,1.99,0
983350,app,Sea Salt,2019,YCJY Games,YCJY Games,0,0,0
983380,app,Car Manufacture,Coming Soon,Pixel Flipper S.A.,PlayWay S.A.,0,0,0
983440,app,"War Thunder - T-34-85E, 1945 Pack","Nov 21, 2018",Gaijin Entertainment,nan,29.99,29.99,0
983441,app,War Thunder - M18 Black Cat Pack,"Nov 21, 2018",Gaijin Entertainment,nan,24.99,24.99,0
983460,app,Katy & Bob: Cake Café Soundtrack,"Jan 29, 2019",Workroom7,8floor,4.99,4.99,0
983470,app,Katy and Bob: Safari Cafe Soundtrack,"Jan 29, 2019","Creobit,Workroom7",8floor,4.99,4.99,0
983480,app,Lost Artifacts Soundtrack,"Jan 29, 2019",Creobit,8floor,54.95,20.2,63.24
983490,app,DayD: Through Time Soundtrack,"Jan 29, 2019","UniBit,Creobit",8Floor,4.99,4.99,0
983500,app,Gnomes Garden Soundtrack,"Jan 29, 2019","Workroom7,Creobit",8floor,4.99,4.99,0
983520,app,Bizango Blast,"Dec 10, 2018",Olivier Archer,Olivier Archer,4.99,4.99,0
983540,app,Insects,"Nov 29, 2018",milanaozdieva,milanaozdieva,0.99,0.99,0
983570,app,Memory Kara,"Nov 29, 2018",milanaozdieva,milanaozdieva,0.99,0.99,0
983590,app,Tank Blazers,"Dec 20, 2018",Hangar Bay 12,Hangar Bay 12,3.99,3.99,0
983610,app,Burning Out,"Dec 12, 2018",CasGames,CasGames,0.99,0.99,0
983640,app,Theseus: Journey to Athens,"Feb 27, 2019",Antiquity Studio,Antiquity Studio,8.99,8.99,0
983670,app,Pangeon,Q2 2019,MrCiastku,Ultimate Games S.A.Gaming Factory S.A.,0,0,0
983680,app,SILENT DOOM,TBA 2019,Bloody Pixel,Bloody Pixel,0,0,0
983760,app,Chrono Ghost,"Jan 4, 2019",NITETIME Studios,NITETIME Studios,9.99,9.99,0
983780,app,XSprite,"Dec 20, 2018",XWidgetSoft,XWidgetSoft,24.93,15.75,36.82
983820,app,RainWidget,"Dec 6, 2018",RainySoft,RainySoft,14.96,10.15,32.15
983840,app,HUNTING SIMULATOR VR,"Dec 14, 2018",RIVERSIDE SPORTS,RIVERSIDE SPORTS,4.99,4.99,0
983880,app,Arctic Fleet,"Mar 29, 2019",Dreambakers,Dreambakers,8.99,8.99,0
983900,app,Mojack - Quest of Jackal : Puzzle game,"Jan 28, 2019",Moback,Moback,0.99,0.99,0
983920,app,Space Takeover,nan,Joystick Knights,Joystick Knights,0,0,0
983970,app,Haven,2020,The Game Bakers,The Game Bakers,0,0,0
983980,app,Euclidean Skies,"Feb 5, 2019",Miro Straka,Miro Straka,9.99,9.99,0
984030,app,Killer Clowns,"Oct 25, 2018",Ettinsoft,Ettinsoft,4.99,4.99,0
984070,app,Chaos Theory,"Feb 1, 2019",Chaos Theory Studios,Chaos Theory Studios,13.99,13.99,0
984080,app,Christmas Carol,"Nov 19, 2018",Solid Dev,Libredia,9.99,9.99,0
984090,app,Windlands 2 - Original Soundtrack,"Nov 15, 2018",Psytec Games Ltd,nan,6.99,6.99,0
984110,app,SYNTHETIK: Arena,"Jan 21, 2019",Flow Fire Games,Flow Fire Games,0,0,0
984130,app,Robbie Swifthand and the Orb of Mysteries - OST,"Sep 20, 2018",Pixel Reign,nan,4.99,4.99,0
984150,app,Powerless,"Dec 18, 2018",Narratio,Narratio,4.99,4.99,0
984161,app,Tabletopia - NOIR,"Nov 20, 2018","Brad Talton, Jr.,Fabio Fontes",Tabletopia,5.99,5.99,0
984162,app,Tabletopia - The Networks,"Nov 20, 2018","Gil Hova,Travis Kinchy,Heiko Günther",Tabletopia,5.99,5.99,0
984180,app,Pinball FX3 - Williams™ Pinball: Volume 2,"Dec 4, 2018",Zen Studios,nan,9.99,9.99,0
984200,app,Carcassonne - Winter and Gingerbread Man,"Dec 19, 2018","Asmodee Digital,Frima Studio",nan,3.99,3.99,0
984210,app,GoNNER - BLÜEBERRY Edition,"Dec 18, 2018",Art in Heart,Raw Fury,0,0,0
984220,app,In Defense of Aliens,"Summer, 2019",Kicksome Entertainment,Kicksome Entertainment,0,0,0
984230,app,X Archetype,"Dec 4, 2018",Boneyard Games LLC,Boneyard Games LLC,9.99,9.99,0
984240,app,School Grounds,"Dec 14, 2018",JubleLemonSeed,JubleLemonSeed,0,0,0
984260,app,Tora,"Jan 3, 2019",Medusa,Medusa,14.99,14.99,0
984270,app,Spacelords - Aneska Deluxe Character Pack,"Jan 31, 2019",MercurySteam,Mercury Steam Entertainment s.l.,34.99,34.99,0
984300,app,Robozarro,2019,Frozen Flame Interactive,Frozen Flame Interactive,0,0,0
984340,app,MX vs ATV All Out - Hometown MX Nationals,"Dec 19, 2018",Rainbow Studios,THQ Nordic,4.99,4.99,0
984360,app,Pocoman,"Apr 3, 2019","Joe Hitchens,Zach Foutz",Sleepless Inc.,0.99,0.99,0
984470,app,Big Dipper,"Jan 7, 2019",Team Zimno,Top Hat Studios Inc,4.99,4.99,0
984510,app,Adventure Boy Cheapskate DX,"Dec 7, 2018","Paul Georghiou,Jeremy Swanson",Paul Georghiou,4.99,4.99,0
984520,app,Weightless: An immersive and relaxing experience,"May 10, 2019",Mismatch Studio,Mismatch Studio,3.99,3.99,0
984530,app,King of the World - Supporters Pack,"Dec 19, 2018",Contec Games,nan,4.99,4.99,0
984560,app,HEARTBEAT,"Dec 12, 2018",CHUMBOSOFT LLC,CHUMBOSOFT LLC,14.99,14.99,0
984570,app,Chess Sphere,"Dec 7, 2018",betamaximus-128,betamaximus-128,0,0,0
984630,app,Trainz 2019 DLC - RZD-UZ-RIC Wagons,"May 28, 2019",N3V Games,nan,19.99,19.99,0
984660,app,Strike of Horror,"Dec 20, 2018",Ayman Isam Alketbi,Ayman Isam Alketbi,3.99,3.99,0
984680,app,Interstellar Space: Genesis,Q2 2019,Praxis Games,Praxis Games,0,0,0
984710,app,Mojo: Hanako - Collection Edition,"Dec 5, 2018",L. Stotch,L. Stotch,0.99,0.99,0
984720,app,Hentai Summer,"Dec 7, 2018",Team Andres,Team Andres,0.99,0.99,0
984780,app,MotoGP™19,"Jun 6, 2019",Milestone S.r.l.,Milestone S.r.l.,49.99,49.99,0
984800,app,Automachef,Coming Q3 2019,Hermes Interactive,Team17 Digital Ltd,0,0,0
984820,app,Counter Fight 3,"Dec 19, 2018","Tricol Co., Ltd.",Tricol Co. Ltd.,14.99,14.99,0
984870,app,Tecroroid Assault,"Feb 8, 2019",Wizbyte Games,Wizbyte Games,4.99,4.99,0
984880,app,The Pilgrimage I,"Jan 18, 2019",Rednew Games,Rednew Games,2.99,2.99,0
984910,app,Rocket Golf,"Jan 21, 2019",Stephen Rickman,DFI Records,9.99,9.99,0
984920,app,"The Lost Legends of Redwall™ : The Scout, Act I : Soundtrack","Dec 14, 2018",Soma Games,nan,8.99,8.99,0
984930,app,The Black Widow,Coming soon,Flux,Flux,0,0,0
985040,app,NPCs,"Dec 14, 2018",NPC Games,NPC Games,2.99,2.99,0
985070,app,Darkheart: Flight of the Harpies,"Mar 27, 2018",Lazy Turtle Games,Lazy Turtle Games,4.99,4.99,0
985090,app,Color Knight,"Dec 20, 2018",BlueTreeGames,BlueTreeGames,4.99,4.99,0
985150,app,Scuba's Ocean Odyssey VR,"Apr 22, 2019",Avolve Innovations,Avolve Innovations,0,0,0
985180,app,Fantasy Grounds - A19: Incandium's Eruption (5E),"Nov 28, 2018","SmiteWorks USA, LLC",nan,6.99,6.99,0
985190,app,Lucius III Soundtrack,"Dec 13, 2018","Shiver Games,Aikio",Shiver Games,65.93,54.76,16.94
985200,app,Fantasy Grounds - The City That Dripped Blood (5E),"Nov 28, 2018","SmiteWorks USA, LLC",nan,7.99,7.99,0
985260,app,The Morrigan,"Mar 29, 2019",The Pixel Mine Ltd,The Pixel Mine Ltd,19.99,19.99,0
985280,app,The Trials of Olympus,"Dec 13, 2018",e-FunSoft Games,HH-Games,169.65,37.22,78.06
985290,app,Fantasy Grounds - C02: Goblin Cave (PFRPG),"Dec 4, 2018","SmiteWorks USA, LLC",nan,6.99,6.99,0
985330,app,Dabman: DABtastic Bundle,"Dec 3, 2018",Bmc Studio,Bmc Studio,36.87,32.56,11.69
985340,app,Secret Savings,"Jan 26, 2019",Prizma Combo,Prizma Combo,9.99,9.99,0
985400,app,Marle: The Labyrinth of the Black Sea,"May 9, 2019",Yumenamakon,Kagura Games,264.82,231.57,12.56
985420,app,Esc: From Planet,"Dec 19, 2018",White Bytes Software,White Bytes Software,4.99,4.99,0
985430,app,Terrible Laboratory,"Mar 28, 2019",aburasobabiyori,Kagura Games,264.82,231.57,12.56
985440,app,My Super Defender - Battle Santa Edition,"Dec 14, 2018",Mortis Games,Rock Path Collective,1.99,1.99,0
985460,app,Enclave - Digital Deluxe Content,"Nov 21, 2018",Starbreeze,TopWare Interactive,1.99,1.99,0
985500,app,EF Universe: Reclaiming the World,"Mar 28, 2019",EF Universe Games LLC,EF Universe Games LLC,5.99,5.99,0
985510,app,Necken,"Jan 31, 2019",Joccish,Joccish,14.99,14.99,0
985520,app,Fantasy Grounds - Starfinder Alien Archive 2 (SFRPG),"Nov 28, 2018","SmiteWorks USA, LLC",nan,39.99,39.99,0
985530,app,Hunter,"Jan 28, 2019",RewindApp,RewindApp,0.99,0.99,0
985540,app,Shaverma: Ravshan Edition,"Dec 13, 2018",ImperiumGame,ImperiumGame ,0.99,0.99,0
985590,app,Necrolepsy,"Jul 12, 2019",Stolken,Stolken,0,0,0
985620,app,Space Captain McCallery - Episode 2: Pilgrims in Purple Moss,"Mar 14, 2019",Renegade Sector Games,Renegade Sector Games,49.93,33.53,32.85
985640,app,Amanda's Sticker Book,"Dec 17, 2018",e-FunSoft Games,HH-Games,169.65,5.23,96.92
985720,app,RUINS Survival,May-19,Tleubayev Zhandarbek,Tleubayev Zhandarbek,0,0,0
985760,app,3D Custom Lady Maker,"Apr 19, 2019",Hyper'sthene,HOBIBOX Co. Ltd.,4.99,4.99,0
985770,app,Artillery Globe,"Dec 14, 2018",NoTime Studios,NoTime Studios,15.99,15.99,0
985780,app,Jack Axe,"Sep 2, 2019","Keybol,Mike Studios",Another Indie,0,0,0
985790,app,Capsa - Character Holiday Patterns Pack,"Nov 23, 2018","db.works,Vetron",nan,5.99,5.99,0
985830,app,SUCCUBUS,TBA,Madmind Studio,Madmind Studio,0,0,0
985880,app,Multiplayer Game Maker,"Dec 17, 2018",Cool Girls Games,Cool Girls Games,1.99,1.99,0
985920,app,Mining Empire: Earth Resources,nan,Wonderbox Games,Wonderbox Games,0,0,0
985930,app,::CallBack,"Feb 8, 2019",Water Temple Studio,Water Temple Studio,4.99,4.99,0
985950,app,Operencia: The Stolen Sun,2020,Zen Studios,Zen Studios,0,0,0
986020,app,Kunoichi Botan,"Jan 3, 2019",Enokippu,Kagura Games,264.82,231.57,12.56
986040,app,The Unliving,2019,RocketBrush Studio,RocketBrush Studio,0,0,0
986080,app,Zombie Apocalypse,"Mar 9, 2019",Kapitan,Kapitan,1.99,1.99,0
986090,app,Battle Brothers - Support the Developers & Kraken Banner,"Nov 29, 2018",Overhype Studios,nan,9.99,9.99,0
986120,app,Earth 2150 Trilogy - Soundtrack,"Dec 19, 2018",Reality Pump Studios,TopWare Interactive,3.99,3.99,0
986130,app,Shadows of Doubt,When it's ready,ColePowered Games,ColePowered Games,0,0,0
986140,app,3D ParticleGen Visual FX - Presets Pack,"Jan 24, 2019",Reality Pump,TopWare Interactive,2.99,2.99,0
986170,app,Earth 2160 - Digital Deluxe Content,"Dec 14, 2018",Reality Pump Studios,TopWare Interactive,2.99,2.99,0
986180,app,Gorky 17 – Digital Deluxe Content,"Dec 3, 2018",Metropolis Software,TopWare Interactive,2.99,2.99,0
986230,app,Earth 2150 - Digital Deluxe Content,"Dec 19, 2018",Reality Pump Studios,TopWare Interactive,4.99,4.99,0
986240,app,Knights and Merchants - Digital Deluxe Content,"Dec 19, 2018",Joymania Entertainment,TopWare Interactive,4.99,4.99,0
986250,app,GRIS Soundtrack,"Dec 13, 2018","Nomada Studio,Berlinist",Devolver Digital,9.99,9.99,0
986280,app,Lingua Fleur: Lily,"Mar 29, 2019","Narrator,STORIA",Narrator,4.99,4.99,0
986290,app,Two Worlds Digital Deluxe Content,"Jan 24, 2019",Reality Pump Studios,TopWare Interactive,4.99,4.99,0
986300,app,World War III: Black Gold - Soundtrack,"Dec 14, 2018",Reality Pump,TopWare Interactive,2.99,2.99,0
986320,app,AA Touch Gun!,"Dec 4, 2018",vadimalexepta,vadimalexepta,0.99,0.99,0
986340,app,Raid on the Ruhr,"Mar 28, 2019",Immersive VR Education Ltd,Immersive VR Education Ltd,5.99,5.99,0
986350,app,Schizm 3: Nemezis,Coming Soon,Detalion Games,PlayWay S.A.,0,0,0
986400,app,Helidefence,"Dec 4, 2018",vadimalexepta,vadimalexepta,0.99,0.99,0
986460,app,Monsters & Anomaly,"Nov 19, 2018",Nekyau Games,Nekyau Games,0.99,0.99,0
986470,app,Luvocious - VR Donation,"Nov 21, 2018",Team Syukino,Team Syukino,90.78,62.96,30.65
986490,app,Another Bad Day in the Future,"Feb 1, 2019","Alex Sullivan,Wandering Research & Development",Wandering Research &amp; Development,19.99,19.99,0
986500,app,Gratuitous Zombie Cannon,"Oct 25, 2019",Beplaya,AJG,0,0,0
986700,app,Moshpit VR,"Dec 24, 2018","Darryl Swann,Ans Shabbir,Mark H Rhynes,Mike Tavill,Jeff Roberts",Moshpit XR Studios,0,0,0
986710,app,Nusantara: Legend of The Winged Ones,"Dec 13, 2015",SweetChiel,SweetChiel,4.99,4.99,0
986760,app,Paradise Checkers VR,"Jan 3, 2019",iwangr,iwangr,0.99,0.55,44.44
986780,app,Supersolar,TBA,babadokia,babadokia,0,0,0
986820,app,Lost Lands: Mistakes of the Past,"Dec 13, 2018",FIVE-BN GAMES,FIVE-BN GAMES,41.94,29.9,28.71
986830,app,The Legacy: The Tree of Might,"Dec 23, 2018",FIVE-BN GAMES,FIVE-BN GAMES,20.97,14.55,30.62
986850,app,theHunter™: Call of the Wild - Parque Ferdo,"Dec 13, 2018",Expansive Worlds,nan,7.99,7.99,0
986990,app,aMAZE Christmas,"Dec 4, 2018",Blender Games,Blender Games,48.55,37.41,22.95
987000,app,Shadow Uprising,"Dec 14, 2018",Amber Eye Studio,InvestVR,19.99,19.99,0
987010,app,ACID Pro 8 Steam Edition,"Jan 23, 2019",MAGIX Software GmbH,MAGIX Software GmbH,149,149,0
987020,app,DRONE The Game,"Dec 17, 2018",Five Studios Interactive,Five Studios Interactive,29.99,29.99,0
